"Student_ID","Major_Category","Year_of_Study","Pre_Semester_GPA","Weekly_GenAI_Hours","Primary_Use_Case","Prompt_Engineering_Skill","Tool_Diversity","Paid_Subscription","Traditional_Study_Hours","Perceived_AI_Dependency","Institutional_Policy","Anxiety_Level_During_Exams","Post_Semester_GPA","Skill_Retention_Score","Burnout_Risk_Level"
131182,"Business","Junior",2.378,23.39,"Copywriting/Drafting","Beginner",1,"TRUE",10.29,6,"Actively_Encouraged",3,2.629,66.11,"High"
100573,"Humanities","Graduate",2.134,0.93,"Copywriting/Drafting","Beginner",3,"FALSE",7.7,1,"Actively_Encouraged",6,2.108,57.84,"Medium"
139751,"Business","Senior",2.386,36.72,"Summarizing_Reading","Advanced",4,"TRUE",10.77,9,"Allowed_With_Citation",3,2.888,100,"High"
121130,"Business","Freshman",NA,0.33,"Summarizing_Reading","Beginner",1,"FALSE",6.19,4,"Allowed_With_Citation",5,3.097,64.76,"Medium"
129287,"Arts","Freshman",2.94,1.55,"Copywriting/Drafting","Beginner",3,"FALSE",17.57,5,"Actively_Encouraged",6,2.875,95.92,"Medium"
142731,"STEM","Senior",3.31,0.87,"Debugging/Troubleshooting","Intermediate",4,"TRUE",4.98,1,"Allowed_With_Citation",5,3.485,85.74,"Medium"
147587,"STEM","Freshman",3.611,14.7,"Debugging/Troubleshooting","Advanced",5,"FALSE",8.76,6,"Allowed_With_Citation",3,4,79.92,"Medium"
110242,"STEM","Junior",3.249,0.86,"Debugging/Troubleshooting","Intermediate",2,"FALSE",10.45,3,"Actively_Encouraged",2,3.69,74.66,"Low"
118251,"STEM","Senior",5.2,9.46,"Debugging/Troubleshooting","Advanced",3,"TRUE",10.08,3,"Allowed_With_Citation",5,4,77.28,"Low"
119699,"STEM","Sophomore",3.183,8.9,"Debugging/Troubleshooting","Intermediate",3,"TRUE",13.3,3,"Actively_Encouraged",4,3.6,74.09,"Low"
101416,"Medical","Senior",2.415,9.49,"Debugging/Troubleshooting","Advanced",4,"FALSE",11.62,2,"Allowed_With_Citation",1,2.74,93.33,"Medium"
103311,"Business","Junior",3.589,14.59,"Ideation","Beginner",3,"TRUE",12.97,2,"Allowed_With_Citation",4,3.962,71.03,"Medium"
101567,"Business","Graduate",3.6,6.59,"Ideation","Beginner",1,"TRUE",10.86,4,"Allowed_With_Citation",6,4,59.73,"Low"
111839,"STEM","Sophomore",3.139,0,"Copywriting/Drafting","Advanced",4,"TRUE",5.39,2,"Actively_Encouraged",7,3.287,76.33,"Medium"
112047,"Humanities","Freshman",3.055,2.53,"Copywriting/Drafting","Advanced",3,"TRUE",13.76,5,"Allowed_With_Citation",7,3.09,76.07,"Medium"
134904,"Medical","Freshman",2.557,14.29,"Debugging/Troubleshooting","Intermediate",4,"TRUE",15.98,4,"Allowed_With_Citation",7,2.519,77.71,"Medium"
138015,"Business","Freshman",3.608,1.07,"Copywriting/Drafting","Intermediate",3,"FALSE",7.58,1,"Allowed_With_Citation",3,3.646,79.18,"High"
135921,"STEM","Senior",2.809,2.54,"Ideation","Advanced",4,"TRUE",8.95,4,"Allowed_With_Citation",3,2.944,75.03,"High"
137934,"Humanities","Sophomore",3.801,19.32,"Summarizing_Reading","Intermediate",4,"TRUE",11.86,7,"Allowed_With_Citation",8,4,65.63,"High"
109337,"Business","Freshman",3.227,5.61,"Copywriting/Drafting","Intermediate",5,"TRUE",11.32,4,"Allowed_With_Citation",4,3.385,76.74,"Low"
143137,"Medical","Junior",2.05,6.23,"Debugging/Troubleshooting",NA,1,"FALSE",1.71,4,"Allowed_With_Citation",8,2.237,79.03,"Medium"
111758,"Arts","Sophomore",3.18,1.94,"Debugging/Troubleshooting","Intermediate",2,"TRUE",6.98,2,"Actively_Encouraged",5,3.464,92.23,"Medium"
134514,"Humanities","Sophomore",3.632,2.72,"Summarizing_Reading","Intermediate",4,"TRUE",11.34,2,"Actively_Encouraged",5,3.834,75.75,"Medium"
119444,"STEM","Sophomore",1.831,8.5,"Debugging/Troubleshooting","Beginner",2,"FALSE",9.33,3,"Actively_Encouraged",7,2.157,52.35,"High"
119075,"Humanities","Freshman",2.946,19.79,"Summarizing_Reading","Advanced",3,"TRUE",4.82,4,"Strict_Ban",7,3.108,73.9,"High"
103046,"Business","Senior",2.121,1.35,"Debugging/Troubleshooting","Intermediate",1,"FALSE",11.81,3,"Allowed_With_Citation",1,2.393,80.86,"High"
102053,"STEM","Sophomore",3.416,0.09,"Ideation","Beginner",3,"FALSE",4.67,5,"Allowed_With_Citation",6,3.083,75.98,"Low"
121685,"STEM","Senior",3.697,0.83,"Debugging/Troubleshooting","Intermediate",4,"FALSE",11.94,4,"Actively_Encouraged",3,4,76.34,"Medium"
100392,"Humanities","Junior",3.513,4.97,"Direct_Answer_Generation","Advanced",3,"FALSE",14.34,3,"Actively_Encouraged",5,3.533,100,"High"
140310,"Medical","Senior",3.629,1.75,"Summarizing_Reading","Intermediate",2,"TRUE",12.93,2,"Allowed_With_Citation",4,3.872,65.28,"Low"
127941,"STEM","Senior",3.432,20.27,"Debugging/Troubleshooting","Intermediate",2,"TRUE",12.09,5,"Allowed_With_Citation",6,3.961,81.73,"High"
121732,"Medical","Fourth Year",3.686,16.74,"Debugging/Troubleshooting","Advanced",3,"TRUE",10.29,4,"Strict_Ban",7,4,97.93,"High"
110926,"STEM","Junior",2.827,28.06,"Debugging/Troubleshooting","Intermediate",1,"TRUE",13.51,6,"Allowed_With_Citation",6,2.921,48.5,"High"
124288,"Business","Freshman",3.819,3.54,"Summarizing_Reading","Beginner",2,"FALSE",9.24,2,"Allowed_With_Citation",2,4,74.67,"Low"
141068,"Arts","Sophomore",3.467,6.22,"Direct_Answer_Generation","Advanced",5,"FALSE",8.28,4,"Allowed_With_Citation",3,3.386,92.3,"High"
129599,"Arts","Senior",3.202,2.03,"Summarizing_Reading","Intermediate",1,"FALSE",8.17,4,"Allowed_With_Citation",3,3.516,85.19,"Low"
107878,"Humanities","Senior",3.821,2.2,"Direct_Answer_Generation","Advanced",3,"FALSE",10.2,4,"Allowed_With_Citation",4,3.916,97.29,"Low"
129866,"Arts","Sophomore",2.774,13.82,"Summarizing_Reading","Intermediate",3,"TRUE",17.04,6,"Strict_Ban",8,3.094,59.6,"High"
144330,"Business","Graduate",3.196,0,"Ideation","Advanced",3,"TRUE",12.73,10,"Allowed_With_Citation",4,3.745,83.67,"Medium"
118408,"Arts","Junior",3.546,3.08,"Copywriting/Drafting","Beginner",3,"FALSE",17.41,2,"Strict_Ban",6,4,73.97,"Medium"
142991,"Medical","Graduate",2.975,23.05,"Direct_Answer_Generation","Beginner",1,"TRUE",8.81,4,"Strict_Ban",9,2.837,39.43,"High"
143460,"STEM","Freshman",3.347,26.9,"Debugging/Troubleshooting","Beginner",1,"FALSE",NA,7,"Allowed_With_Citation",2,3.784,83.06,"Medium"
138388,"Medical","Freshman",3.033,2.38,"Summarizing_Reading","Beginner",2,"FALSE",14,1,"Allowed_With_Citation",5,2.99,66.99,"Low"
110485,"STEM","Graduate",2.7,1.43,"Debugging/Troubleshooting","Intermediate",1,"FALSE",18.1,1,"Actively_Encouraged",3,2.998,76.55,"Low"
103147,"Medical","Junior",3.332,5.78,"Ideation","Advanced",3,"FALSE",14.02,4,"Strict_Ban",4,3.485,96.12,"Medium"
145916,"Humanities","Graduate",2.349,8.91,"Copywriting/Drafting","Beginner",1,"TRUE",11.69,2,"Actively_Encouraged",7,2.557,66.23,"High"
135292,"Business","Junior",3.232,6.1,"Ideation","Advanced",4,"TRUE",15.59,4,"Allowed_With_Citation",4,4,63.63,"High"
120586,"Medical","Freshman",3.775,0.02,"Summarizing_Reading","Beginner",2,"TRUE",14.26,3,"Allowed_With_Citation",4,3.595,61.02,"Low"
113564,"Business","Graduate",2.458,8.81,"Ideation","Advanced",4,"TRUE",11.2,3,"Allowed_With_Citation",3,2.709,80.09,"Medium"
105401,"STEM","Freshman",3.876,7.83,"Debugging/Troubleshooting","Beginner",2,"TRUE",27.02,5,"Allowed_With_Citation",4,4,73.6,"Medium"
144764,"STEM","Junior",3.273,36.3,"Direct_Answer_Generation","Advanced",4,"TRUE",4.79,10,"Strict_Ban",6,3.046,59.8,"High"
118650,"Business","Sophomore",3.675,24.97,"Ideation","Advanced",4,"TRUE",10.78,9,"Allowed_With_Citation",7,3.772,72.68,"High"
139296,"Business","Senior",2.885,7.73,"Summarizing_Reading","Beginner",2,"FALSE",1.98,2,"Strict_Ban",5,2.807,67.57,"Low"
117923,"Business","Sophomore",3.517,9.15,"Ideation","Beginner",3,"FALSE",18.24,2,"Allowed_With_Citation",4,3.867,76.77,"Medium"
130091,"Arts","Senior",3.707,1.05,"Copywriting/Drafting","Intermediate",3,"TRUE",8.85,4,"Allowed_With_Citation",7,4,71.59,"Medium"
123549,"Medical","Graduate",3.656,7.54,"Debugging/Troubleshooting","Advanced",3,"TRUE",11.05,3,"Allowed_With_Citation",8,4,76.81,"Medium"
119640,"STEM","Freshman",2.924,2.08,"Debugging/Troubleshooting","Intermediate",3,"TRUE",15.15,4,"Strict_Ban",4,3.067,73.4,"High"
106592,"Humanities","Junior",3.974,12.88,"Copywriting/Drafting","Beginner",1,"FALSE",5.53,3,"Actively_Encouraged",5,4,60.2,"Medium"
137144,"Medical","Senior",3.754,0.27,"Copywriting/Drafting","Beginner",3,"FALSE",15,5,"Allowed_With_Citation",4,4,58.92,"Low"
146345,"Humanities","Junior",2.81,22.64,"Copywriting/Drafting","Beginner",1,"FALSE",12.8,3,"Strict_Ban",7,3.096,64.11,"High"
117594,"STEM","Sophomore",3.388,4.01,"Debugging/Troubleshooting","Advanced",3,"TRUE",11.01,3,"Actively_Encouraged",1,3.833,91.36,"Medium"
108672,"STEM","Sophomore",NA,1.69,"Debugging/Troubleshooting","Intermediate",3,"TRUE",7.04,1,"Allowed_With_Citation",2,3.018,41.69,"Low"
149465,"STEM","Graduate",2.609,1.21,"Debugging/Troubleshooting","Advanced",5,"TRUE",17.28,3,"Strict_Ban",3,3.322,83.34,"Low"
116919,"Medical","Senior",3.067,9.66,"Ideation","Intermediate",3,"TRUE",8.3,5,"Allowed_With_Citation",3,3.388,74.04,"High"
131586,"STEM","Senior",3.004,0.74,"Debugging/Troubleshooting","Intermediate",4,"FALSE",16.34,2,"Allowed_With_Citation",3,3.583,51.76,"Low"
144224,"STEM","Freshman",2.765,10.27,"Ideation","Advanced",4,"TRUE",17.45,4,"Allowed_With_Citation",1,3.134,91.4,"Low"
125545,"STEM","Sophomore",3.37,11.34,"Debugging/Troubleshooting","Intermediate",2,"TRUE",6.24,3,"Allowed_With_Citation",6,3.434,63.64,"Med"
129045,"STEM","Junior",2.59,24,"Direct_Answer_Generation","Advanced",5,"FALSE",11.58,6,"Allowed_With_Citation",6,2.457,69.08,"High"
100988,"Humanities","Senior",3.565,4.85,"Copywriting/Drafting","Beginner",1,"TRUE",12.38,3,"Strict_Ban",5,4,85.78,"Low"
106971,"STEM","Sophomore",2.302,4.23,"Debugging/Troubleshooting","Advanced",3,"FALSE",15.33,2,"Allowed_With_Citation",4,2.873,91.87,"Low"
129074,"STEM","Junior",2.008,15.41,"Debugging/Troubleshooting","Beginner",2,"TRUE",9.08,2,"Actively_Encouraged",1,2.038,75.24,"Medium"
142193,"Business","Freshman",2.748,16.37,"Debugging/Troubleshooting","intermediate",2,"FALSE",3.9,3,"Actively_Encouraged",6,2.633,68.41,"Low"
119452,"Business","Senior",3.431,7.04,"Ideation","Beginner",2,"FALSE",2.69,5,"Strict_Ban",3,3.531,73.95,"Medium"
143012,"Business","Freshman",3.645,17.52,"Ideation",NA,2,"FALSE",18.1,5,"Allowed_With_Citation",6,3.946,90.01,"Medium"
119167,"STEM","Junior",3.929,14.92,"Ideation","Advanced",3,"FALSE",4.1,3,"Allowed_With_Citation",7,4,84.49,"Medium"
111263,"Business","Freshman",1.2,1.04,"Ideation","Beginner",3,"FALSE",24.5,3,"Allowed_With_Citation",2,4,64.56,"Low"
149168,"STEM","Junior",3.532,20.48,"Direct_Answer_Generation","Beginner",3,"TRUE",10.66,5,"Allowed_With_Citation",5,3.527,86.06,"Medium"
104331,"STEM","Freshman",2.847,19.08,"Debugging/Troubleshooting","Intermediate",3,"TRUE",7.79,7,"Allowed_With_Citation",7,2.955,69.08,"High"
148994,"Arts","Sophomore",2.347,14.89,"Copywriting/Drafting","Advanced",5,"TRUE",7.5,3,"Strict_Ban",9,2.44,52.04,"High"
114564,"Arts","Freshman",1.819,10.77,"Copywriting/Drafting","Beginner",2,"FALSE",14.41,3,"Actively_Encouraged",1,4.8,72.13,"Low"
133916,"Business","Senior",3.051,39.85,"Debugging/Troubleshooting","Beginner",3,"TRUE",15.01,8,"Actively_Encouraged",8,3.204,52.5,"High"
107342,"Humanities","Senior",3.135,NA,"Copywriting/Drafting","Intermediate",4,"FALSE",6.71,4,"Allowed_With_Citation",3,3.319,85.1,"High"
122246,"STEM","Sophomore",3.492,14.87,"Debugging/Troubleshooting","Beginner",1,"FALSE",4.31,4,"Actively_Encouraged",6,3.502,86.05,"Low"
143819,"Medical","Freshman",3.763,0,"Ideation","Beginner",2,"TRUE",18.73,2,"Actively_Encouraged",1,4,83.88,"Low"
142040,"STEM","Sophomore",3.353,12.48,"Ideation","Advanced",3,"TRUE",5.09,4,"Allowed_With_Citation",6,3.855,89.99,"Low"
149460,"STEM","Senior",3.762,7.82,"Summarizing_Reading","intermediate",4,"FALSE",7.58,6,"Actively_Encouraged",5,4,77.14,"Low"
114944,"Humanities","Senior",3.126,2.95,"Copywriting/Drafting","Beginner",1,"FALSE",12.05,4,"Allowed_With_Citation",4,3.132,82.17,"Medium"
102329,"Business","Freshman",3.413,15.95,"Direct_Answer_Generation","Beginner",3,"TRUE",12.33,5,"Actively_Encouraged",6,3.228,87.81,"Medium"
141724,"STEM","Freshman",2.495,11.51,"Copywriting/Drafting","Advanced",3,"TRUE",15.79,5,"Actively_Encouraged",6,2.561,81.92,"High"
124221,"Arts","Freshman",2.554,10.7,"Ideation","Beginner",2,"FALSE",1.2,3,"Actively_Encouraged",5,2.437,63.39,"Low"
117009,"Medical","Junior",3.533,7.83,"Debugging/Troubleshooting","Advanced",5,"FALSE",16.58,2,"Allowed_With_Citation",4,3.876,75.19,"Low"
126822,"Business","Sophomore",3.611,8.7,"Ideation","Intermediate",4,"FALSE",5.73,3,"Allowed_With_Citation",6,3.625,82.15,"Low"
114129,"Business","Freshman",3.236,1.2,"Copywriting/Drafting","Advanced",4,"FALSE",7.3,2,"Allowed_With_Citation",3,3.217,81.58,"Low"
116004,"STEM","Freshman",3.323,23.7,"Direct_Answer_Generation","Intermediate",3,"FALSE",11.16,4,"Strict_Ban",6,3.093,80.53,"Medium"
103657,"Humanities","Junior",3.726,0.33,"Ideation","Beginner",3,"FALSE",16.04,3,"Allowed_With_Citation",5,3.9,83.95,"Medium"
146159,"STEM","Freshman",3.384,15.4,"Debugging/Troubleshooting","Intermediate",2,"TRUE",12.41,3,"Allowed_With_Citation",3,3.565,90.68,"High"
101367,"Business","Freshman",NA,18.77,"Summarizing_Reading","Beginner",2,"FALSE",7.39,5,"Allowed_With_Citation",4,3.089,69.58,"Medium"
101264,"Humanities","Junior",3.286,4.44,"Debugging/Troubleshooting","Intermediate",3,"FALSE",22.81,3,"Actively_Encouraged",3,3.719,65.39,"Low"
107481,"Humanities","Junior",3.579,4.91,"Copywriting/Drafting","Beginner",1,"TRUE",8.7,2,"Allowed_With_Citation",3,3.887,53.89,"Low"
148027,"Business","Graduate",2.083,20.93,"Ideation","Intermediate",2,"TRUE",14.19,2,"Allowed_With_Citation",6,2.561,66.84,"High"
121994,"Humanities","Sophomore",3.258,1.67,"Copywriting/Drafting","Intermediate",5,"FALSE",12.41,5,"Strict_Ban",4,3.591,61.83,"Low"
103051,"STEM","Freshman",3.113,0.28,"Summarizing_Reading","Beginner",2,"FALSE",7.35,3,"Allowed_With_Citation",6,3.651,60.04,"Medium"
129086,"STEM","Senior",3.885,16.01,"Debugging/Troubleshooting","Intermediate",4,"FALSE",2.84,3,"Strict_Ban",9,4,81.01,"High"
141079,"STEM","Junior",3.457,1.79,"Debugging/Troubleshooting","Advanced",3,"FALSE",2.61,4,"Actively_Encouraged",4,3.61,79.1,"Medium"
131444,"Business","Graduate",3.362,3.15,"Debugging/Troubleshooting","Advanced",3,"FALSE",9.62,5,"Actively_Encouraged",7,3.686,92.82,"Low"
120703,"Humanities","Senior",3.101,2.4,"Ideation","Advanced",4,"FALSE",15.83,1,"Actively_Encouraged",5,3.556,75.8,"Medium"
117336,"Medical","Senior",2.539,11.36,"Summarizing_Reading","Intermediate",2,"FALSE",9.24,4,"Actively_Encouraged",4,2.674,80.41,"Medium"
139135,"STEM","Junior",2.104,5.51,"Ideation","Advanced",5,"TRUE",6.09,6,"Actively_Encouraged",4,2.367,70.28,"Low"
129140,"Business","Senior",3.157,0.6,"Ideation","Intermediate",3,"FALSE",11.25,1,"Allowed_With_Citation",2,3.208,62.22,"Low"
140947,"Medical","Freshman",2.977,11.31,"Summarizing_Reading","Beginner",1,"TRUE",8.45,3,"Actively_Encouraged",6,2.943,72.02,"Medium"
116658,"STEM","Senior",3.168,6.59,"Ideation","Advanced",3,"FALSE",16.37,2,"Allowed_With_Citation",4,3.403,100,"Medium"
115005,"STEM","Senior",2.47,5.52,"Copywriting/Drafting","Intermediate",2,"FALSE",8.41,1,"Actively_Encouraged",2,2.841,85.4,"High"
141387,"STEM","Sophomore",3.135,0.77,"Debugging/Troubleshooting","Advanced",4,"FALSE",8.71,3,"Allowed_With_Citation",6,3.403,98.12,"Medium"
101953,"Business","Graduate",3.365,1.96,"Direct_Answer_Generation","Intermediate",1,"FALSE",9.68,3,"Strict_Ban",5,3.529,66.21,"High"
101505,"Humanities","Senior",3.908,5.15,"Direct_Answer_Generation","Beginner",2,"FALSE",17.03,4,"Actively_Encouraged",6,4,75.96,"Low"
134036,"Humanities","Junior",3.145,14.88,"Direct_Answer_Generation","Beginner",3,"FALSE",4.57,2,"Allowed_With_Citation",1,3.203,68.71,"Medium"
107044,"STEM","Graduate",2.756,31.75,"Debugging/Troubleshooting","Advanced",5,"TRUE",14.49,7,"Allowed_With_Citation",9,3.241,67.96,"Medium"
141254,"Business","Graduate",3.41,1.25,"Summarizing_Reading","Beginner",2,"FALSE",8.02,3,"Actively_Encouraged",6,3.656,78.28,"Medium"
115871,"Humanities","Graduate",3.701,4.21,"Copywriting/Drafting","Advanced",4,"FALSE",13.21,2,"Allowed_With_Citation",1,3.903,73.4,"Medium"
116884,"Business","Junior",3.202,20.34,"Debugging/Troubleshooting","Beginner",1,"FALSE",16.18,5,"Allowed_With_Citation",4,3.691,79.38,"Medium"
113073,"STEM","Sophomore",3.28,21.13,"Ideation","Intermediate",3,"TRUE",5.69,2,"Allowed_With_Citation",4,3.62,76.45,"Medium"
128465,"Medical","Sophomore",3.501,5.17,"Summarizing_Reading","Advanced",4,"FALSE",1.9,3,"Strict_Ban",6,3.432,92.45,"Low"
106183,"STEM","Yr 2",3.637,NA,"Debugging/Troubleshooting","Intermediate",5,"TRUE",15.65,1,"Allowed_With_Citation",5,4,66.32,"Low"
147949,"Humanities","Freshman",2.118,3.83,"Ideation","Advanced",4,"TRUE",10.4,3,"Strict_Ban",2,2.285,60.52,"Medium"
142080,"STEM","Freshman",2.882,10.49,"Debugging/Troubleshooting","Intermediate",4,"FALSE",3.15,6,"Strict_Ban",10,2.743,66.05,"High"
138893,"Humanities","Sophomore",3.233,11.16,"Ideation","Beginner",3,"FALSE",1.91,2,"Allowed_With_Citation",1,3.708,84.86,"High"
145965,"Business","Junior",2.315,5.57,"Ideation","Beginner",2,"FALSE",9.4,3,"Allowed_With_Citation",1,2.423,48.43,"Low"
108052,"STEM","Freshman",2.825,29.72,"Summarizing_Reading","Advanced",4,"TRUE",14.05,7,"Strict_Ban",10,3.009,60.04,"Medium"
129902,"Business","Sophomore",3.505,2.21,"Ideation","Advanced",4,"TRUE",11.5,1,"Strict_Ban",5,3.587,89.21,"High"
135465,"Arts","Sophomore",2.695,3.88,"Ideation","Beginner",3,"TRUE",11.78,4,"Actively_Encouraged",4,2.992,93.26,"Low"
128443,"Business","Graduate",3.477,1.69,"Ideation","Beginner",2,"TRUE",5.78,4,"Strict_Ban",2,3.551,70.11,"Medium"
123668,"STEM","Freshman",3.294,3.92,"Debugging/Troubleshooting","Intermediate",2,"FALSE",10.63,3,"Allowed_With_Citation",4,3.51,66.2,"Medium"
132418,"Arts","Senior",2.889,8.78,"Debugging/Troubleshooting","Intermediate",3,"FALSE",19.63,2,"Actively_Encouraged",1,3.309,88.55,"High"
109874,"STEM","Senior",2.845,9.89,"Debugging/Troubleshooting","Advanced",3,"FALSE",14.74,4,"Actively_Encouraged",3,3.097,79,"High"
137937,"Business","Senior",3.36,15.83,"Copywriting/Drafting","Beginner",3,"TRUE",11.08,6,"Allowed_With_Citation",4,3.672,82.39,"High"
111248,"Humanities","Sophomore",3.464,0.45,"Copywriting/Drafting","Beginner",1,"TRUE",8.48,3,"Actively_Encouraged",4,3.605,93.21,"Low"
131323,"Humanities","Junior",3.116,10.86,"Copywriting/Drafting","Intermediate",3,"TRUE",9.28,3,"Strict_Ban",8,3.18,64.55,"High"
148916,"Arts","Graduate",1.955,3.43,"Ideation","Intermediate",2,"FALSE",24.37,2,"Strict_Ban",5,2.665,73.41,"Medium"
112846,"STEM","Sophomore",3.097,3.52,"Debugging/Troubleshooting","Intermediate",3,"FALSE",10.07,2,"Actively_Encouraged",1,3.151,83.2,"Medium"
120358,"Arts","Junior",3.182,5.97,"Copywriting/Drafting","Beginner",1,"FALSE",11.82,4,"Strict_Ban",2,3.343,85.89,"Low"
128657,"STEM","Sophomore",3.299,10.47,"Debugging/Troubleshooting","Beginner",2,"TRUE",20.09,6,"Actively_Encouraged",8,3.559,91.97,"Low"
136400,"Business","Junior",2.979,17.01,"Direct_Answer_Generation","Beginner",2,"TRUE",1.39,3,"Actively_Encouraged",1,3.018,40.76,"Medium"
143775,"Humanities","Freshman",3.038,12.15,"Copywriting/Drafting","Intermediate",3,"TRUE",15.92,2,"Allowed_With_Citation",2,3.219,70.81,"Medium"
136900,"STEM","Junior",1.83,3.27,"Summarizing_Reading","Advanced",5,"FALSE",16.84,1,"Actively_Encouraged",7,1.956,82.61,"Low"
103325,"Arts","Junior",3.165,11.92,"Copywriting/Drafting","Advanced",3,"FALSE",11.55,3,"Allowed_With_Citation",4,3.456,99.44,"Medium"
111941,"STEM","Junior",2.242,0.45,"Ideation","Intermediate",2,"TRUE",14.65,2,"Actively_Encouraged",6,2.479,95.52,"Medium"
142046,"Medical","Senior",2.475,9.22,"Summarizing_Reading","Intermediate",1,"FALSE",9.87,4,"Allowed_With_Citation",7,2.87,72.12,"Medium"
118450,"Humanities","Junior",3.054,14.68,"Ideation","Intermediate",1,"TRUE",4.99,7,"Strict_Ban",9,3.318,66.3,"High"
140894,"STEM","Graduate",3.4,12.15,"Debugging/Troubleshooting","Beginner",3,"TRUE",1,4,"Allowed_With_Citation",4,3.472,81.92,"Low"
133516,"Business","Freshman",5.2,5.83,"Direct_Answer_Generation","Beginner",2,"FALSE",16.55,5,"Allowed_With_Citation",5,2.659,70.05,"Medium"
120736,"Business","Senior",3.191,21.91,"Ideation","Beginner",3,"TRUE",1,4,"Actively_Encouraged",5,3.285,43.54,"Low"
148815,"STEM","Freshman",2.84,35.06,"Summarizing_Reading","Advanced",3,"FALSE",1,8,"Actively_Encouraged",5,2.604,70.29,"High"
138765,"Arts","Graduate",3.277,7.49,"Copywriting/Drafting","Advanced",3,"FALSE",19.23,2,"Actively_Encouraged",2,3.512,96.49,"High"
114848,"Medical","Senior",3.451,1.39,"Copywriting/Drafting","Advanced",4,"TRUE",2.85,4,"Allowed_With_Citation",1,3.853,90.17,"Medium"
123371,"STEM","Freshman",3.327,12.2,"Copywriting/Drafting","BEGINNER",3,"TRUE",600,6,"Strict_Ban",7,3.58,86.4,"High"
133720,"Humanities","Graduate",3,1.36,"Summarizing_Reading","Beginner",3,"TRUE",13.44,4,"Allowed_With_Citation",4,3.46,74.54,"Medium"
129782,"Medical","Sophomore",2.842,13.39,"Debugging/Troubleshooting","Beginner",1,"TRUE",17.98,6,"Allowed_With_Citation",5,3.102,75.59,"Medium"
139710,"Humanities","Senior",3.02,7.8,"Debugging/Troubleshooting","Beginner",2,"TRUE",21.34,1,"Allowed_With_Citation",6,3.587,86.62,"Low"
104882,"Humanities","Senior",3.535,10.74,"Ideation","Advanced",3,"TRUE",12.37,4,"Strict_Ban",8,3.882,82.86,"Medium"
120834,"Business","Year 1",2.994,3.95,"Direct_Answer_Generation","Intermediate",4,"TRUE",11.35,1,"Actively_Encouraged",3,3.087,91.85,"Low"
113463,"Humanities","Graduate",3.203,1.79,"Summarizing_Reading","Beginner",2,"FALSE",6.71,3,"Actively_Encouraged",3,3.249,72.47,"Low"
106487,"Medical","Junior",3.519,5.21,"Summarizing_Reading","Intermediate",2,"FALSE",15.99,1,"Actively_Encouraged",3,3.758,58.51,"Medium"
115592,"Business","Senior",3.105,6.05,"Direct_Answer_Generation","Beginner",2,"TRUE",10.57,3,"Actively_Encouraged",5,3.542,86.24,"Medium"
135218,"Business","Junior",3.69,5.38,"Summarizing_Reading","Intermediate",1,"FALSE",10.85,3,"Actively_Encouraged",2,3.81,71.43,"Low"
119506,"STEM","Graduate",2.946,20.02,"Debugging/Troubleshooting","Advanced",4,"TRUE",7.06,4,"Actively_Encouraged",3,3.463,99.46,"High"
103724,"STEM","Junior",3.683,4.22,"Direct_Answer_Generation","ADVANCED",3,"N",5.64,4,"Allowed_With_Citation",4,4,85.83,"Low"
105978,"STEM","Sophomore",2.801,29.18,"Summarizing_Reading","Intermediate",3,"FALSE",14.08,7,"Allowed_With_Citation",4,3.094,85.56,"High"
145107,"STEM","Senior",3.578,8.47,"Debugging/Troubleshooting","Advanced",5,"TRUE",10.57,5,"Actively_Encouraged",7,4,83.88,"High"
119724,"Humanities","Senior",3.61,9.66,"Copywriting/Drafting","Intermediate",4,"TRUE",6.32,4,"Strict_Ban",3,3.951,89.28,"Medium"
114114,"Business","Freshman",3.498,1.88,"Ideation","Intermediate",2,"FALSE",7.58,3,"Allowed_With_Citation",7,3.446,83.4,"Low"
115552,"Humanities","Graduate",3.314,2.28,"Copywriting/Drafting","Intermediate",4,"TRUE",7.71,5,"Allowed_With_Citation",7,3.376,70.66,"High"
148938,"STEM","Freshman",3.165,4.73,"Debugging/Troubleshooting","Intermediate",4,"FALSE",8.54,2,"Actively_Encouraged",5,3.265,60.98,"Low"
141049,"medical","Senior",2.365,2.72,"Ideation","Beginner",2,"FALSE",NA,4,"Allowed_With_Citation",4,2.707,75.2,"Medium"
110950,"Medical","Junior",3.045,15.14,"Copywriting/Drafting","Intermediate",5,"FALSE",3.89,5,"Allowed_With_Citation",6,3.362,59.12,"Medium"
119188,"Business","Junior",2.985,29.58,"Ideation","Beginner",1,"FALSE",10.65,5,"Actively_Encouraged",6,3.267,61.54,"High"
139196,"STEM","Graduate",3.172,29.86,"Copywriting/Drafting","Intermediate",3,"TRUE",12.04,7,"Actively_Encouraged",4,3.465,54.79,"High"
137863,"Business","Graduate",2.941,3.69,"Ideation","Advanced",5,"FALSE",11.45,2,"Allowed_With_Citation",2,3.183,88.99,"Medium"
130298,"Arts","Junior",3.387,5.58,"Direct_Answer_Generation","Beginner",3,"TRUE",5.24,5,"Allowed_With_Citation",6,3.791,68.69,"Medium"
124350,"Business","Junior",2.831,19.47,"Debugging/Troubleshooting","Advanced",4,"FALSE",9.89,9,"Strict_Ban",8,3.147,90.81,"Low"
